Doctor_ID,Name,Degree,Rating,Patients,City,Consult Fee,Experience,Speciality
AAF079,Dr. Amit Chavan,"MDS - Periodontics, BDS",4.95,575,Mumbai,500,15,"Implantologist, Periodontist, Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF080,Dr. Dipti Gandhi,"BDS, FICOI",4.9,124,Mumbai,300,39,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist, Dental Surgeon"
AAF081,Dr. Rajesh Rajan,BDS,4.95,243,Mumbai,300,20,Dentist
AAF082,Dr. Mahesh .M. Lalwani,"BDS, MDS - Oral Pathology and Oral Microbiology",4.95,834,Mumbai,1000,44,"Dentist, Dental Surgeon"
AAF083,Dr. Rahul Rane,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery, MNAMS - Orthopaedics",4.75,130,Mumbai,1400,18,Joint Replacement Surgeon
AAF084,Dr. Satyen Mehta,"MBBS, MS - Orthopaedics",4.85,490,Mumbai,2000,23,"Spine Surgeon (Ortho), Orthopedic surgeon"
AAF085,Dr. Prashant Makhija,"MBBS, MD - General Medicine, DM - Neurology",4.6,12,Mumbai,2000,19,Neurologist
AAF086,Dr. Sarthak Rastogi,"MBBS, DNB - Respiratory Diseases",5,12,Mumbai,1500,15,"Pulmonologist, Somnologist (Sleep Specialist)"
AAF087,Dr. Kunal Shah,"MBBS, MS - Orthopaedics",4.9,83,Mumbai,600,20,"Orthopedic surgeon, Joint Replacement Surgeon"
AAF088,Dr. Mukesh Shah,"MBBS, MS - General Surgery, DNB - Urology/Genito - Urinary Surgery",4.55,22,Mumbai,700,40,Urologist
AAF089,Dr. Samantha Castellino,"MBBS, MD - Pediatrics",4.95,117,Mumbai,900,13,Pediatrician
AAF090,Dr. Manoj S Thamke,"MBBS, MD - Pediatrics",5,95,Mumbai,700,21,Pediatrician
AAF091,Dr. Meghal Shah,BDS,4.95,108,Mumbai,400,17,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF092,Dr. Anju Bijoy Methil,"MBBS, DVD, MD - Dermatology",4.8,661,Mumbai,1200,29,"Dermatologist, Cosmetologist"
AAF093,Dr. Sonali Luthra Gandhi,BDS,5,57,Mumbai,300,12,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF094,Dr. Minal M Thamke Pawar,"DNB - Dermatology & Venereology, Diploma in Dermatology, MBBS",4.95,96,Mumbai,800,17,"Dermatologist, Cosmetologist, Pediatric Dermatologist"
AAF095,Dr. Uday Vora,"MBBS, MS - ENT",4.3,21,Mumbai,2500,38,ENT/ Otorhinolaryngologist
AAF096,Dr. Aditya Pardasany   (Physiotherapist),"BPTh/BPT, MPTh/MPT - Sports Physiotherapy",4.5,20,Mumbai,1300,13,TherapistSports and Musculoskeletal Physiotherapist
AAF097,Dr. Rajiv Bhanej,"BHMS, MD - Homeopathy",4.85,62,Mumbai,700,22,"AYUSHHomoeopath, Sexologist (Homeopathy)"
AAF098,Dr. Chinmaya Sahu,"MBBS, MS - Ophthalmology, DOMS",4.95,1338,Mumbai,1000,20,Ophthalmologist/ Eye Surgeon
AAF099,Dr. Pooja Shukla,"MD - Obstetrics & Gynaecology, MBBS",4.9,168,Mumbai,1100,15,"Gynecologist, Obstetrician, Infertility Specialist"
AAF100,Dr. Sanket Pisat,"MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS",5,12,Mumbai,800,20,"Laparoscopic Surgeon (Obs & Gyn), Gynecologist, Obstetrician"
AAF101,Dr. Wishi Parihar,BDS,4.75,37,Mumbai,200,12,Dentist
AAF102,Dr. Rameshwar Gutte,"MBBS, MD - Dermatology, DVD",4.75,199,Mumbai,500,19,"Dermatologist, Cosmetologist, Dermatosurgeon"
AAF103,Dr. Subhash K Dhawale,"BHMS, MD - Homeopathy",4.85,30,Mumbai,2500,23,"AYUSHHomoeopath, Sexologist"
AAF104,Dr. Sujata Chitnis,"MBBS, MD - Pediatrics",5,35,Mumbai,1000,42,Pediatrician
AAF105,Dr. Anil Yadav,"MBBS, DNB - Ophthalmology",5,23,Mumbai,1500,18,Ophthalmologist/ Eye Surgeon
AAF106,Dr. Simi Saksena,"MBBS, MS - General Surgery",4.95,97,Mumbai,1500,34,"General Surgeon, Laparoscopic Surgeon, Proctologist"
AAF107,Dr. Gaurav Beswal,MBBS,5,625,Mumbai,3000,17,"General Physician, Special Interest in Diabetology"
AAF108,Dr. Amar Ravjiani,"BDS, MDS - Orthodontics",4.9,459,Mumbai,750,31,"Dentist, Orthodontist"
AAF109,Dr. Parag M. Khatri,"MDS - Periodontics, BDS",4.95,1211,Mumbai,500,30,"Periodontist, Cosmetic/Aesthetic Dentist, Implantologist, Dentist, Dental Surgeon"
AAF110,Dr. Santosh Nayak,"BDS, Fellowship in Oral implantlogy",4.95,296,Mumbai,500,13,"Dentist, Dental Surgeon, Implantologist, Cosmetic/Aesthetic Dentist"
AAF111,Dr. Jyoti R Jangale,"BAMS, MD - Ayurveda Medicine",5,55,Mumbai,800,15,AYUSHAyurveda
AAF112,Dr. Pooja Ghodke,"MBBS, MS - Ophthalmology",4.95,217,Mumbai,600,13,Ophthalmologist/ Eye Surgeon
AAF113,Dr. Geoffrey Vaz,"MD - Dermatology , Venereology & Leprosy, MBBS",4.7,18,Mumbai,1000,11,"Aesthetic Dermatologist, Cosmetologist, Hair Transplant Surgeon, Dermatologist"
AAF114,Dr. Zahabia Basrai   (Physiotherapist),BPTh/BPT,5,124,Mumbai,2000,14,TherapistPhysiotherapist
AAF115,Dr. Jayna Shah,BDS,5,43,Mumbai,500,34,Dentist
AAF116,Dr. Gauri Patil,"DDVL, MBBS",4.55,11,Mumbai,700,12,"Dermatologist, Aesthetic Dermatologist, Trichologist"
AAF117,Dr. Sachin Salunkhe,BDS,5,15,Mumbai,200,13,"Dentist, Dental Surgeon"
AAF118,Dr. Raina Nahar,"MBBS, MD - Dermatology , Venereology & Leprosy",4.65,349,Mumbai,1000,15,"Dermatologist, Cosmetologist, Hair Transplant Surgeon"
AAF119,Dr. Rajiv Prakash Manek,"MBBS, MS - General Surgery",5,17,Mumbai,900,13,"Laparoscopic Surgeon, General Surgeon, Proctologist"
AAF120,Dr. Na'ama Attar,BDS,5,65,Mumbai,350,17,Dentist
AAF121,Dr. Anita Gupta,BAMS,4.9,616,Mumbai,2000,28,AYUSHAyurveda
AAF122,Dr. Swapnesh  Sawant,"MBBS, MS - Ophthalmology, FRCS - General Surgery, FAICO (Fellow of All India Collegium of Ophthalmology)",4.8,49,Mumbai,1000,17,Ophthalmologist/ Eye Surgeon
AAF123,Dr. Sanjeev Jain,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics",3.65,37,Mumbai,2100,36,"Orthopedic surgeon, Joint Replacement Surgeon"
AAF124,Dr. Nana D Morkane,"MBBS, MD - Anaesthesiology",4.8,93,Mumbai,1200,20,"Spine And Pain Specialist, Pain Management Specialist"
AAF125,Dr. Chetan Bhat,"BDS, MDS - Paedodontics And Preventive Dentistry",4.9,534,Mumbai,3000,22,"Dentist, Pediatric Dentist, Preventive Dentistry"
AAF126,Ms. Anushree Chatterji,MA - Psychology,4.85,79,Mumbai,1800,14,"TherapistPsychotherapist, Counselling Psychologist"
AAF127,Dr. Bandish Parekh,"MDS - Conservative Dentistry & Endodontics, BDS",4.95,576,Mumbai,500,15,"Endodontist, Cosmetic/Aesthetic Dentist, Conservative Dentist"
AAF128,Dr. Amol Akhade,"MBBS, MD - General Medicine, DM - Oncology",4.1,33,Mumbai,1100,19,Medical Oncologist
AAF129,Dr. Urvi Ashar,BDS,4.95,250,Mumbai,700,10,"Dentist, Implantologist, Cosmetic/Aesthetic Dentist"
AAF130,Dr. Kalpana B Tiwari,"MBBS, DNB - Family Medicine",5,49,Mumbai,700,12,"General Physician, Family Physician"
AAF131,Dr. Manjul Jain,"BDS, MDS",4.9,610,Mumbai,750,27,"Dentist, Implantologist"
AAF132,Dr. Gazal Gupta,"BDS, MDS - Periodontics",5,116,Mumbai,500,14,"Periodontist, Dentist, Implantologist, Cosmetic/Aesthetic Dentist"
AAF133,Dr. Sharmila Nayak,"MBBS, DVD",4.85,304,Mumbai,1500,25,"Dermatologist, Cosmetologist"
AAF134,Dr. Vidya Patil,"MBBS, DNB - Obstetrics & Gynecology, MD - Obstetrics & Gynaecology",4.4,128,Mumbai,1000,27,"Gynecologist, Laparoscopic Surgeon (Obs & Gyn), Infertility Specialist, Obstetrician"
AAF135,Dr. Shilpa Shetty Naik,"BDS, MDS - Paedodontics And Preventive Dentistry",4.9,110,Mumbai,500,23,"Pediatric Dentist, Preventive Dentistry"
AAF136,Dr. Suchita Pisat,"MBBS, DGO, FCPS - Mid. & Gynae",5,43,Mumbai,800,16,Gynecologist
AAF137,Dr. Ramesh Kawar,"MBBS, MD - General Medicine, DM - Cardiology",4.1,45,Mumbai,1500,26,Cardiologist
AAF138,Dr. Pradnya Randive,"MBBS, MS - Obstetrics & Gynaecology",4.75,134,Mumbai,1200,17,"Obstetrician, Gynecologist, Infertility Specialist"
AAF139,Dr. Adip K shetty,"MBBS, MS - ENT",4.85,306,Mumbai,1200,15,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon, Pediatric Otorhinolaryngologist"
AAF140,Dr. Jigna Kanavia,BDS,5,71,Mumbai,500,20,Dentist
AAF141,Dr. Dipti Patel,"MBBS, CCT - Rheumatology",5,15,Mumbai,1250,20,Rheumatologist
AAF142,Dr. Jyotsna Patel,BDS,5,57,Mumbai,400,23,"Dentist, Cosmetic/Aesthetic Dentist"
AAF143,Dr. Mugdha Raut,"MBBS, MD - Midwifery & Gynecology, DGO",4.95,240,Mumbai,3000,34,"Gynecologist, Obstetrician"
AAF144,Dr. Sapna Khare,"MBBS, DNB - Obstetrics & Gynecology",5,89,Mumbai,1200,15,"Gynecologist, Obstetrician, Infertility Specialist"
AAF145,Dr. Khushboo Nikhil Kedia,BDS,4.6,13,Mumbai,300,15,"Dentist, Implantologist"
AAF146,Dr. Mayuri Jobanputra Shah,"MDS - Oral & Maxillofacial Surgery, BDS",4.85,70,Mumbai,500,13,"Oral And MaxilloFacial Surgeon, Dentist, Implantologist"
AAF147,Dr. Maya Nair,BDS,4.95,414,Mumbai,500,10,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF148,Dr. Tanushree Naik Parekh,BDS,4.85,65,Mumbai,300,13,"Dentist, Cosmetic/Aesthetic Dentist"
AAF149,Dr. Sanjay Erande,"BAMS, Certificate of Fellowship in Sexology",4.9,189,Mumbai,1000,17,"AYUSHSexologist, Alternative Medicine, Ayurveda"
AAF150,Dr. Sejal Jain,BDS,5,89,Mumbai,400,13,"Cosmetic/Aesthetic Dentist, Dentist, Implantologist"
AAF151,Dr. Shrirang S Yadwadkar,"MS - General Surgery, DNB - General Surgery, FCPS - General Surgery, FICS - General Surgery, MBBS",5,34,Mumbai,1000,12,"General Surgeon, Laparoscopic Surgeon, Proctologist"
AAF152,Dr. Lenny Da Costa,"MBBS, Diploma in Geriatric Medicine",4.2,25,Mumbai,2000,28,Geriatrician
AAF153,Dr. Verdith Hegde,"MBBS, MS - Ophthalmology",4.85,174,Mumbai,500,17,Ophthalmologist/ Eye Surgeon
AAF154,Dr. Rajshree Chavan,"BAMS, Advanced Diploma in Dietetics, MD - Ayurvedic Pharmacology",4.85,195,Mumbai,600,14,"AYUSHAyurvedic Pharmacologist, Sexologist (Ayurveda), Ayurveda"
AAF155,Dr. Vinita Tekchandani,"BDS, MDS - Oral Pathology and Oral Microbiology",5,13,Mumbai,500,12,"Dentist, Cosmetic/Aesthetic Dentist"
AAF156,Dr. Mohammed Moin Abdul Rashid Holy,BDS,4.95,369,Mumbai,500,14,Dentist
AAF157,Dr. Chitwan Dubey,"MBBS, MS - Obstetrics & Gynaecology",3.55,45,Mumbai,1300,24,"Gynecologist, Obstetrician"
AAF158,Dr. Sayyed HabibKarim,BUMS,5,25,Mumbai,500,12,AYUSHUnani
AAF159,Dr. Shruti Thar,"MBBS, DGO, FCPS - Mid. & Gynae",5,12,Mumbai,1000,12,"Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn), Obstetrician"
AAF160,Dr. Ashish Agarwal,"MBBS, DNB - Orthopedics/Orthopedic Surgery, MS - Orthopaedics",4.85,533,Mumbai,1500,34,"Joint Replacement Surgeon, Spine Surgeon (Ortho), Orthopedic surgeon"
AAF161,Dr. Pooja Chopra,"MBBS, MD - Dermatology , Venereology & Leprosy",4.8,84,Mumbai,1500,16,"Dermatologist, Cosmetologist, Trichologist"
AAF162,Dr. Shounak Parekh,"MS - Ophthalmology, FCPS- Ophthalmology, MBBS, DNB - Ophthalmology",4.85,723,Mumbai,1500,28,Ophthalmologist/ Eye Surgeon
AAF163,Ms. Neha Ranglani,B.Sc. - Home Science (Food & Nutrition),4.8,222,Mumbai,2500,14,"TherapistSports Nutritionist, Dietitian/Nutritionist, Clinical Nutritionist"
AAF164,Dr. Gayatri Bharadwaj,"MBBS, DVD",4.2,297,Mumbai,1500,33,"Dermatologist, Cosmetologist, Trichologist"
AAF165,Ms. Mansi Padechia,Post Graduate In Food Science And Nutrition,4.95,232,Mumbai,2000,13,TherapistDietitian/Nutritionist
AAF166,Dr. Manjushri Kothekar,"MBBS, MS - Obstetrics & Gynaecology",5,16,Mumbai,1000,19,Infertility Specialist
AAF167,Dr. Deepti Nanwani Patel,"MBBS, DNB - Ophthalmology",4.85,67,Mumbai,500,14,Ophthalmologist/ Eye Surgeon
AAF168,Dr. Himanshu Mehta,"MBBS, DOMS",4.6,528,Mumbai,1200,40,Ophthalmologist/ Eye Surgeon
AAF169,Dr. Ameya Joshi,"MD - General Medicine, MBBS, DM - Endocrinology",4.95,1319,Mumbai,2500,19,"Endocrinologist, Diabetologist"
AAF170,Dr. Madhur G Maheshwari,"MD - General Medicine, MBBS, DNB - Endocrinology, Diabetes, Metabolism",4.4,16,Mumbai,2000,11,"Endocrinologist, Diabetologist"
AAF171,Dr. Nikhil Nasta,"MBBS, DNB - Ophthalmology, MS - Ophthalmology",4.95,1012,Mumbai,1500,22,Ophthalmologist/ Eye Surgeon
AAF172,Dr. Aashiq Shaikh,BDS,5,466,Mumbai,400,14,"Dentist, Cosmetic/Aesthetic Dentist"
AAF173,Ms. Shamim Deshmukh,"MSc - Psychology, Certificate Course in Integrated Clinical Hypnotherapy, Post Graduate Diploma In Guidance and Counselling",4.85,189,Mumbai,3000,19,"TherapistPsychologist, Hypnotherapist, Counselling Psychologist"
AAF174,Dr. Aaditi Mahajan,"MDS - Periodontics, BDS",4.9,62,Mumbai,650,13,"Dentist, Cosmetic/Aesthetic Dentist, Periodontist"
AAF175,Dr. Gail Chaudhari,MBBS,4.8,50,Mumbai,800,30,"General Physician, Special Interest in Diabetology"
AAF176,Dr. Yoban Shetty,"BDS, MDS - Orthodontics, PhD - Orthodontics",5,106,Mumbai,500,24,"Orthodontist, Dentist"
AAF177,Dr. Rasshmi Malhotra,"MBBS, MS - Ophthalmology",4.95,182,Mumbai,1200,26,Ophthalmologist/ Eye Surgeon
AAF178,Dr. Salem Tariq,"BDS, MDS - Periodontology and Oral Implantology",4.95,213,Mumbai,500,14,"Periodontist, Implantologist, Cosmetic/Aesthetic Dentist, Dental Surgeon, Dentist"
AAF179,Dr. Siddhi Dinesh Prabhu,"BDS, MDS - Conservative Dentistry & Endodontics",5,110,Mumbai,300,13,"Endodontist, Cosmetic/Aesthetic Dentist"
AAF180,Dr. Shradha Goel,"MS - Ophthalmology, MBBS",4.95,651,Mumbai,1000,21,Ophthalmologist/ Eye Surgeon
AAF181,Dr. Mohd Asif,"MBBS, MD - Dermatology , Venereology & Leprosy",4.95,140,Mumbai,1000,11,"Hair Transplant Surgeon, Dermatologist, Trichologist, Cosmetologist"
AAF182,Dr. Suyash Bhandekar,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",4.95,94,Mumbai,1200,15,"Gynecologist, Infertility Specialist, Reproductive Endocrinologist (Infertility)"
AAF183,Dr. Amruta Wakde Desai,BDS,5,32,Mumbai,200,13,Cosmetic/Aesthetic Dentist
AAF184,Dr. Yash Devckar,"MBBS, MS - ENT",4.95,139,Mumbai,700,11,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon"
AAF185,Dr. Jigna Sanghavi,BDS,5,473,Mumbai,200,14,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF186,Dr. Kunal  Makhija,"MS - Orthopaedics, MBBS",4.9,129,Mumbai,1500,16,"Joint Replacement Surgeon, Spine Surgeon (Ortho), Orthopedic surgeon"
AAF187,Dr. Ramona S Thakur,"BDS, MDS - Conservative Dentistry & Endodontics",4.8,239,Mumbai,400,32,"Endodontist, Dentist, Restorative Dentist"
AAF188,Dr. Sumedha Tiwari,"MBBS, M.D. (Psychiatry)",4.8,26,Mumbai,1500,12,"Psychiatrist, Psychotherapist, Addiction Psychiatrist, Neuropsychiatrist"
AAF189,Dr. Zinal,"MBBS, Diploma in Child Health (DCH)",4.9,45,Mumbai,2000,25,Pediatrician
AAF190,Dr. Kruti Dholakia,BDS,4.85,36,Mumbai,500,15,"Dentist, Cosmetic/Aesthetic Dentist, Dental Surgeon"
AAF191,Dr. Gautam Laud,BDS,4.9,319,Mumbai,1000,25,"Implantologist, Dental Surgeon, Dentist"
AAF192,Dr. Munira Inamdar,BDS,4.5,29,Mumbai,500,21,Dentist
AAF193,Dr. Hasanain Shikari,"MBBS, DNB - Ophthalmology",4.95,120,Mumbai,1500,19,Ophthalmologist/ Eye Surgeon
AAF194,Dr. Piyush Sureshkumar Shah,"MBBS, Diploma in Child Health (DCH)",4.9,246,Mumbai,1000,18,Pediatrician
AAF195,Dr. Neha Shrivastava,"MS - ENT, MBBS",4.9,81,Mumbai,1000,11,"ENT/ Otorhinolaryngologist, Otologist/ Neurotologist"
AAF196,Dr. Bhushan S  Bawankar,"MBBS, DVD",4.8,155,Mumbai,1200,13,"Dermatologist, Hair Transplant Surgeon, Cosmetologist, Trichologist"
AAF197,Dr. Nirali Shah,BHMS,5,48,Mumbai,1200,18,AYUSHHomoeopath
AAF198,Dr. Kirti Shankhdhar,"MBBS, DGO, DNB - Obstetrics & Gynecology",5,17,Mumbai,1200,25,"Gynecologist, Obstetrician, Infertility Specialist"
AAF199,Dr. Aslam Inamdar,BDS,4.7,342,Mumbai,1000,21,Dentist
AAF200,Dr. Adhye,LCEH,4.9,296,Mumbai,1700,40,AYUSHHomoeopath
AAF201,Ms. Sheetal Bidkar,"M.Phil - Psychology, P.G. Diploma in Child & Family Counseling, BA - Psychology",5,29,Mumbai,3500,15,TherapistCounselling Psychologist
AAF202,Dr. Anita Soni,"MBBS, MD - Obstetrics & Gynaecology, DGO",3.7,62,Mumbai,1300,32,Gynecologist
AAF203,Dr. Jay Mehta,"MBBS, DNB - Obstetrics & Gynecology",4.15,29,Mumbai,3000,12,"Infertility Specialist, Gynecologist, Obstetrician, Laparoscopic Surgeon (Obs & Gyn)"
AAF204,Dr. Pradeep T.Goud,MBBS,5,13,Mumbai,1000,33,TherapistSexologist
AAF205,Dr. Kaushal Shah,"BDS, MDS - Oral Medicine and Radiology",4.95,280,Mumbai,500,26,"Dental Surgeon, Cosmetic/Aesthetic Dentist, Implantologist"
AAF206,Dr. Rahul Oza,BDS,5,38,Mumbai,500,13,"Dentist, Implantologist, Dental Surgeon"
AAF207,Dr. Sneha Kothari,"MBBS, MD - General Medicine, DNB - Endocrinology, Diabetes, Metabolism",5,13,Mumbai,1850,19,Endocrinologist
AAF208,Dr. Neha Agarwal,"MBBS, DNB - Paediatrics",5,15,Mumbai,600,15,Pediatrician
AAF209,Dr. Prakash S. Jain,BDS,4.95,172,Mumbai,600,23,Dentist
AAF210,Dr. Nitin Aherrao,"MBBS, MD - General Medicine, DM - Gastroenterology",4.85,101,Mumbai,2000,16,Gastroenterologist
AAF211,Dr. Girish Shetake,BDS,4.85,292,Mumbai,400,17,"Dentist, Dental Surgeon, Implantologist"
AAF212,Dr. Angelo Smith,"BHMS, MD - Homeopathy",4.95,139,Mumbai,500,23,AYUSHHomoeopath
AAF213,Dr. Aditya Nair,"MBBS, DPM (Psychiatry)",4.7,33,Mumbai,1500,20,Psychiatrist
AAF214,Ms. Himani Mittal,BSc - Applied Nutrition,5,31,Mumbai,1500,20,TherapistDietitian/Nutritionist
AAF215,Dr. Hemant Bhandari,"MBBS, MS - Orthopaedics",4.85,58,Mumbai,800,38,"Orthopedic surgeon, Joint Replacement Surgeon"
AAF216,Dr. Prakhar Jain,"MBBS, M.D. (Psychiatry), DNB - Psychiatry",4.7,16,Mumbai,2000,11,"Psychiatrist, Addiction Psychiatrist, Sexologist, Geriatric Psychiatrist"
AAF217,Dr. Ankita Chauhan,BDS,5,24,Mumbai,600,12,"Implantologist, Cosmetic/Aesthetic Dentist, Dentist"
AAF218,Dr. Abhijit V. Shetty,"BDS, MDS - Conservative Dentistry & Endodontics",4.9,127,Mumbai,300,15,"Endodontist, Dentist"
AAF219,Dr. Sameer Ruparel,"MS - Orthopaedics, MBBS, DNB - Orthopedics/Orthopedic Surgery",5,19,Mumbai,1500,14,"Spine Surgeon (Ortho), Spine And Pain Specialist"
AAF220,Dr. Swapnil Shah,BDS,4.9,178,Mumbai,500,34,Dentist
AAF221,Dr. Ghaniuzzoha Asadi,"MS - Orthopaedics, MBBS",5,95,Mumbai,800,10,"Orthopedic surgeon, Spine Surgeon (Ortho)"
AAF222,Dr. Ajay   (Physiotherapist),"BPTh/BPT, Masters of Physiotheraphy",4.85,225,Mumbai,700,14,TherapistPhysiotherapist
AAF223,Dr. Ankush Nandkishor Raut,"MBBS, DGO, DNB - Obstetrics & Gynecology",4.7,16,Mumbai,1000,12,"Infertility Specialist, Obstetrician"
AAF224,Dr. Anupama M Gupta,"MBBS, MD - Pediatrics",5,60,Mumbai,1000,13,Pediatrician
AAF225,Dr. Abhishek Ramesh Chauhan,"MDS - Oral & Maxillofacial Surgery, BDS",4.9,45,Mumbai,1000,15,"Hair Transplant Surgeon, Oral And MaxilloFacial Surgeon"
AAF226,Dr. Rajiv Anand,"MBBS, M.D. (Psychiatry)",4.7,282,Mumbai,2000,47,"Psychiatrist, Psychotherapist"
AAF227,Dr. Urvi Shah,"BDS, Post Graduate Diploma In Aesthetic & Restorative Dentistry",4.9,91,Mumbai,300,23,"Dentist, Implantologist, Cosmetic/Aesthetic Dentist"
AAF228,Dr. Aditi S. Trivedi,"MBBS, DNB - Obstetrics & Gynecology",5,226,Mumbai,2000,12,"Obstetrician, Infertility Specialist, Laparoscopic Surgeon (Obs & Gyn)"
AAF229,Dr. Priti H Nirmal,"MBBS, MS - Ophthalmology, DNB - Ophthalmology",5,13,Mumbai,500,10,Ophthalmologist/ Eye Surgeon
AAF230,Dr. Chaitali G Tejale,"BDS, Certificate in Dental Implants",5,62,Mumbai,500,13,"Dentist, Implantologist, Dental Surgeon"
AAF231,Dr. Rekha Kadam,MBBS,4.6,13,Mumbai,800,25,General Physician
AAF232,Dr. Sanjay Bakhshi   (Physiotherapist),"BPTh/BPT, Diploma in Acupuncture, MPTh/MPT - Sports Physiotherapy, MPTh/MPT - Musculoskeletal Physiotherapy",4.85,697,Mumbai,1500,26,"TherapistPhysiotherapist, Sports and Musculoskeletal Physiotherapist, Geriatric Physiotherapist, Acupuncturist"
AAF233,Dr. Sanjeev Ahuja,"MBBS, MD - Pediatrics, Diploma in Child Health (DCH)",4.3,50,Mumbai,1100,27,Pediatrician
AAF234,Dr. Sharin Jacob,"BDS, MDS - Oral & Maxillofacial Surgery",5,11,Mumbai,300,11,"Oral And MaxilloFacial Surgeon, Dentist, Hair Transplant Surgeon, Craniofacial Surgeon, Cosmetic/Aesthetic Dentist"
AAF235,Dr. Hitesh Shah,"Certificate Course in Integrated Clinical Hypnotherapy, Diplomate of the American Board of Sexology (Sexology), BHMS",4.95,1684,Mumbai,1500,35,"AYUSHSexologist, Homoeopath"
AAF236,Dr. Pallavi Kendrekar,BDS,4.9,312,Mumbai,800,25,"Dentist, Cosmetic/Aesthetic Dentist"
AAF237,Dr. Dhwani Kapadia,BDS,5,22,Mumbai,800,11,"Dentist, Dental Surgeon, Cosmetic/Aesthetic Dentist"
AAF238,Dr. Mohak Ruparel,"BDS, MDS - Periodontics",4.8,121,Mumbai,500,14,"Dentist, Cosmetic/Aesthetic Dentist"
AAF239,Dr. Mangal Parihar,"MS - Orthopaedics, MBBS",4.95,544,Mumbai,1000,39,"Orthopedic surgeon, Joint Replacement Surgeon"
AAF240,Dr. Rahul R. Modi,"MBBS, MS - ENT, DNB - Otorhinolaryngology",4.75,19,Mumbai,1300,16,"ENT/ Otorhinolaryngologist, Head and Neck Surgeon"
AAF241,Ms. Richa Doshi,"BSc. - Home Science (Applied Nutrition), Post Graduate Diploma in Clinical Nutrition & Dietetics",4.85,299,Mumbai,800,13,TherapistDietitian/Nutritionist
AAF242,Dr. Ishan B. Thakkar,BHMS,5,113,Mumbai,1500,14,AYUSHHomoeopath
AAF243,Dr. Jyotsna Patel,"MD - Obstetrics & Gynaecology, DGO, MBBS",4.45,150,Mumbai,1000,29,"Gynecologist, Obstetrician, Infertility Specialist, Reproductive Endocrinologist (Infertility)"
AAF244,Ms. Deepa Nandy,Post Graduate Diploma in Sports Nutrition,4.95,298,Mumbai,2500,16,"TherapistDietitian/Nutritionist, Sports Nutritionist"
AAF245,Dr. Varsha Gupta,BAMS,4.8,27,Mumbai,500,15,AYUSHAyurveda
AAF246,Dr. Sanchaita Garg Shah,"MBBS, MD - Medicine",4.6,25,Mumbai,700,13,"General Physician, Consultant Physician, Internal Medicine"
AAF247,Dr. Reshma Phulwar,BDS,4.8,610,Mumbai,750,26,"Dentist, Cosmetic/Aesthetic Dentist, Implantologist, Dental Surgeon"
AAF248,Dr. Shilpa Nayak,"Diploma in Child Health (DCH), MBBS",4.9,386,Mumbai,1500,20,"Allergist/Immunologist, Pediatrician"
AAF249,Dr. Shilpa Shah Gohil,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, DGO, FCPS - Mid. & Gynae",4.85,144,Mumbai,800,20,"Infertility Specialist, Obstetrician, Gynecologist"
AAF250,Dr. Shravan Chawla,BDS,5,75,Mumbai,1000,14,"Cosmetic/Aesthetic Dentist, Implantologist, Dentist"
AAF251,Dr. Aparna Govil Bhasker,"MS - General Surgery, MBBS",4.7,106,Mumbai,1500,17,"Bariatric Surgeon, Laparoscopic Surgeon, General Surgeon, Proctologist"
AAF252,Dr. Shrutika Jaju,"MDS - Conservative Dentistry & Endodontics, BDS",5,61,Mumbai,500,12,"Endodontist, Cosmetic/Aesthetic Dentist, Restorative Dentist"
AAF253,Dr. Jay N. Harde,DHMS (Diploma in Homeopathic Medicine and Surgery),4.8,458,Mumbai,250,31,AYUSHHomoeopath
AAF254,Dr. Aniket Gandhi,"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4.7,35,Mumbai,400,15,"Dentist, Orthodontist, Implantologist"
AAF255,Dr. Neeraj R Bijlani,"MBBS, Diploma in Orthopaedics, FCPS - Orthopedic",4.8,838,Mumbai,1500,22,"Spine Surgeon (Ortho), Orthopedic surgeon"
AAF256,Dr. Rushikesh Patil,"MBBS, MD - General Medicine, DM - Cardiology",4.55,11,Mumbai,2600,19,Cardiologist
AAF257,Dr. Rahul Shukla,"MD - Pediatrics, MBBS",5,26,Mumbai,800,10,Pediatrician
AAF258,Dr. Utkarsh Pawar,"MBBS, MS - Orthopaedics, DNB - Orthopedics/Orthopedic Surgery",4.9,42,Mumbai,1500,11,"Orthopedic surgeon, Joint Replacement Surgeon"
